,id,original_description,code,nearest_level1_code,original_code_system,article,code_description,level1_code_description
804,805,Avoidable infectious and parasitic diseases ,B77,B77,ICD10,Sundmacher et al (2015),Ascariasis,Ascariasis
805,806,Avoidable infectious and parasitic diseases ,B86,B86,ICD10,Sundmacher et al (2015),Scabies,Scabies
806,807,"Convulsions, not elsewhere classified ",R56,R56,ICD10,Sundmacher et al (2015),"Convulsions, not elsewhere classified","Convulsions, not elsewhere classified"
807,808,Decubitus ulcer and pressure area ,L89,L89,ICD10,Sundmacher et al (2015),Pressure ulcer,Pressure ulcer
808,809,Obesity ,E66,E66,ICD10,Sundmacher et al (2015),Overweight and obesity,Overweight and obesity
809,810,"Perforated, bleeding ulcer ",K25.9,K25,ICD10,Sundmacher et al (2015),"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",Gastric ulcer
810,811,"Perforated, bleeding ulcer ",K27,K27,ICD10,Sundmacher et al (2015),"Peptic ulcer, site unspecified","Peptic ulcer, site unspecified"
811,812,"Perforated, bleeding ulcer ",L97,L97,ICD10,Sundmacher et al (2015),"Non-pressure chronic ulcer of lower limb, not elsewhere classified","Non-pressure chronic ulcer of lower limb, not elsewhere classified"
812,813,Rare diseases with <5000 cases each ,F80,F80,ICD10,Sundmacher et al (2015),Specific developmental disorders of speech and language,Specific developmental disorders of speech and language
813,814,Rare diseases with <5000 cases each ,R63.0,R63,ICD10,Sundmacher et al (2015),Anorexia,Symptoms and signs concerning food and fluid intake
814,815,Rare diseases with <5000 cases each ,R63.3,R63,ICD10,Sundmacher et al (2015),Feeding difficulties,Symptoms and signs concerning food and fluid intake
815,816,Rare diseases with <5000 cases each ,R63.8,R63,ICD10,Sundmacher et al (2015),Other symptoms and signs concerning food and fluid intake,Symptoms and signs concerning food and fluid intake
816,817,appendicite acuta con complicazioni,540.0,540,ICD9,Pirani et al (2006),Acute appendicitis with generalized peritonitis,Acute appendicitis
817,818,appendicite acuta con complicazioni,540.1,540,ICD9,Pirani et al (2006),Acute appendicitis with peritoneal abscess,Acute appendicitis
818,819,asma ,493,493,ICD9,Pirani et al (2006),Asthma,Asthma
819,820,convulsioni ed epilessia,345,345,ICD9,Pirani et al (2006),Epilepsy and recurrent seizures,Epilepsy and recurrent seizures
820,821,convulsioni ed epilessia,780.3,780,ICD9,Pirani et al (2006),Convulsions,General symptoms
821,822,gastroenterite,008.6,8,ICD9,Pirani et al (2006),Enteritis due to specified virus,ERROR
822,823,gastroenterite,008.8,8,ICD9,Pirani et al (2006),"Intestinal infection due to other organism, not elsewhere classified",ERROR
823,824,gastroenterite,009.0,9,ICD9,Pirani et al (2006),"Infectious colitis, enteritis, and gastroenteritis",ERROR
824,825,gastroenterite,009.1,9,ICD9,Pirani et al (2006),"Colitis, enteritis, and gastroenteritis of presumed infectious origin",ERROR
825,826,gastroenterite,009.2,9,ICD9,Pirani et al (2006),Infectious diarrhea,ERROR
826,827,gastroenterite,009.3,9,ICD9,Pirani et al (2006),Diarrhea of presumed infectious origin,ERROR
827,828,gastroenterite,558.9,558,ICD9,Pirani et al (2006),Other and unspecified noninfectious gastroenteritis and colitis,Other and unspecified noninfectious gastroenteritis and colitis
828,829,infezioni del tratto urinario,590.0,590,ICD9,Pirani et al (2006),Chronic pyelonephritis,Infections of kidney
829,830,infezioni del tratto urinario,590.1,590,ICD9,Pirani et al (2006),Acute pyelonephritis,Infections of kidney
830,831,infezioni del tratto urinario,590.2,590,ICD9,Pirani et al (2006),Renal and perinephric abscess,Infections of kidney
831,832,infezioni del tratto urinario,590.3,590,ICD9,Pirani et al (2006),Pyeloureteritis cystica,Infections of kidney
832,833,infezioni del tratto urinario,590.4,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
833,834,infezioni del tratto urinario,590.5,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
834,835,infezioni del tratto urinario,590.6,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
835,836,infezioni del tratto urinario,590.7,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
836,837,infezioni del tratto urinario,590.8,590,ICD9,Pirani et al (2006),"Other pyelonephritis or pyonephrosis, not specified as acute or chronic",Infections of kidney
837,838,infezioni del tratto urinario,590.9,590,ICD9,Pirani et al (2006),"Infection of kidney, unspecified",Infections of kidney
838,839,infezioni del tratto urinario,595.0,595,ICD9,Pirani et al (2006),Acute cystitis,Cystitis
839,840,infezioni del tratto urinario,595.9,595,ICD9,Pirani et al (2006),"Cystitis, unspecified",Cystitis
840,841,infezioni del tratto urinario,599.0,599,ICD9,Pirani et al (2006),"Urinary tract infection, site not specified",Other disorders of urethra and urinary tract
841,842,infezioni ORL/infezioni acute,382,382,ICD9,Pirani et al (2006),Suppurative and unspecified otitis media,Suppurative and unspecified otitis media
842,843,infezioni ORL/infezioni acute,462,462,ICD9,Pirani et al (2006),Acute pharyngitis,Acute pharyngitis
843,844,infezioni ORL/infezioni acute,463,463,ICD9,Pirani et al (2006),Acute tonsillitis,Acute tonsillitis
844,845,infezioni ORL/infezioni acute,465,465,ICD9,Pirani et al (2006),Acute upper respiratory infections of multiple or unspecified sites,Acute upper respiratory infections of multiple or unspecified sites
845,846,infezioni ORL/infezioni acute,472.1,472,ICD9,Pirani et al (2006),Chronic pharyngitis,Chronic pharyngitis and nasopharyngitis
846,847,delle vie respiratorie alte con codice di procedura ,020.01,20,ICD9,Pirani et al (2006),ERROR,Other operations on middle and inner ear
847,848,patologie immunizzabili,32,32,ICD9,Pirani et al (2006),Excision of lung and bronchus,Excision of lung and bronchus
848,849,patologie immunizzabili,33,33,ICD9,Pirani et al (2006),Other operations on lung and bronchus,Other operations on lung and bronchus
849,850,patologie immunizzabili,37,37,ICD9,Pirani et al (2006),Other operations on heart and pericardium,Other operations on heart and pericardium
850,851,patologie immunizzabili,45,45,ICD9,Pirani et al (2006),"Incision, excision, and anastomosis of intestine","Incision, excision, and anastomosis of intestine"
851,852,patologie immunizzabili,55,55,ICD9,Pirani et al (2006),Operations on kidney,Operations on kidney
852,853,patologie immunizzabili,070.2,70,ICD9,Pirani et al (2006),Viral hepatitis B with hepatic coma,Operations on vagina and cul-de-sac
853,854,patologie immunizzabili,070.3,70,ICD9,Pirani et al (2006),Viral hepatitis B without mention of hepatic coma,Operations on vagina and cul-de-sac
854,855,patologie immunizzabili,72,72,ICD9,Pirani et al (2006),"Forceps, vacuum, and breech delivery","Forceps, vacuum, and breech delivery"
855,856,patologie immunizzabili,320.0,320,ICD9,Pirani et al (2006),Hemophilus meningitis,Bacterial meningitis
856,857,polmonite batterica,481,481,ICD9,Pirani et al (2006),Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
857,858,polmonite batterica,482.2,482,ICD9,Pirani et al (2006),Pneumonia due to Hemophilus influenzae [H. influenzae],Other bacterial pneumonia
858,859,polmonite batterica,482.3,482,ICD9,Pirani et al (2006),Pneumonia due to Streptococcus,Other bacterial pneumonia
859,860,polmonite batterica,482.9,482,ICD9,Pirani et al (2006),"Bacterial pneumonia, unspecified",Other bacterial pneumonia
860,861,polmonite batterica,483,483,ICD9,Pirani et al (2006),Pneumonia due to other specified organism,Pneumonia due to other specified organism
861,862,polmonite batterica,485,485,ICD9,Pirani et al (2006),"Bronchopneumonia, organism unspecified","Bronchopneumonia, organism unspecified"
862,863,polmonite batterica,486,486,ICD9,Pirani et al (2006),"Pneumonia, organism unspecified","Pneumonia, organism unspecified"
863,864,angina pectoris ,413,413,ICD9,Pirani et al (2006),Angina pectoris,Angina pectoris
864,865,appendicite acuta con complicazioni,540.0,540,ICD9,Pirani et al (2006),Acute appendicitis with generalized peritonitis,Acute appendicitis
865,866,appendicite acuta con complicazioni,540.1,540,ICD9,Pirani et al (2006),Acute appendicitis with peritoneal abscess,Acute appendicitis
866,867,asma,493,493,ICD9,Pirani et al (2006),Asthma,Asthma
867,868,deficienze nutrizionali,260,260,ICD9,Pirani et al (2006),Kwashiorkor,Kwashiorkor
868,869,deficienze nutrizionali,261,261,ICD9,Pirani et al (2006),Nutritional marasmus,Nutritional marasmus
869,870,deficienze nutrizionali,262,262,ICD9,Pirani et al (2006),Other severe protein-calorie malnutrition,Other severe protein-calorie malnutrition
870,871,deficienze nutrizionali,268.0,268,ICD9,Pirani et al (2006),"Rickets, active",Vitamin D deficiency
871,872,deficienze nutrizionali,268.1,268,ICD9,Pirani et al (2006),"Rickets, late effect",Vitamin D deficiency
872,873,diabete,250.1,250,ICD9,Pirani et al (2006),Diabetes with ketoacidosis,Diabetes mellitus
873,874,diabete,250.2,250,ICD9,Pirani et al (2006),Diabetes mellitus with hyperosmolarity,Diabetes mellitus
874,875,diabete,250.3,250,ICD9,Pirani et al (2006),Diabetes with other coma,Diabetes mellitus
875,876,diabete,250.4,250,ICD9,Pirani et al (2006),Diabetes with renal manifestations,Diabetes mellitus
876,877,diabete,250.5,250,ICD9,Pirani et al (2006),Diabetes with ophthalmic manifestations,Diabetes mellitus
877,878,diabete,250.6,250,ICD9,Pirani et al (2006),Diabetes with neurological manifestations,Diabetes mellitus
878,879,diabete,250.7,250,ICD9,Pirani et al (2006),Diabetes with peripheral circulatory disorders,Diabetes mellitus
879,880,diabete,250.8,250,ICD9,Pirani et al (2006),Diabetes with other specified manifestations,Diabetes mellitus
880,881,diabete,250.9,250,ICD9,Pirani et al (2006),Diabetes with unspecified complication,Diabetes mellitus
881,882,diabete, 251.0,251,ICD9,Pirani et al (2006),ERROR,Other disorders of pancreatic internal secretion
882,883,diabete, 785.4,785,ICD9,Pirani et al (2006),ERROR,Symptoms involving cardiovascular system
883,884,diabete,250.7,250,ICD9,Pirani et al (2006),Diabetes with peripheral circulatory disorders,Diabetes mellitus
884,885,amputazione degli arti inferiori,084.10,84,ICD9,Pirani et al (2006),ERROR,Other procedures on musculoskeletal system
885,886,amputazione degli arti inferiori,084.11,85,ICD9,Pirani et al (2006),ERROR,Operations on the breast
886,887,amputazione degli arti inferiori,084.12,86,ICD9,Pirani et al (2006),ERROR,Operations on skin and subcutaneous tissue
887,888,amputazione degli arti inferiori,084.13,87,ICD9,Pirani et al (2006),ERROR,Diagnostic Radiology
888,889,amputazione degli arti inferiori,084.14,88,ICD9,Pirani et al (2006),ERROR,Other diagnostic radiology and related techniques
889,890,amputazione degli arti inferiori,084.15,084,ICD9,Pirani et al (2006),ERROR,Malaria
890,891,amputazione degli arti inferiori,084.16,90,ICD9,Pirani et al (2006),ERROR,Microscopic examination-I
891,892,amputazione degli arti inferiori,084.17,91,ICD9,Pirani et al (2006),ERROR,Microscopic examination-II
892,893,amputazione degli arti inferiori,084.18,92,ICD9,Pirani et al (2006),ERROR,Nuclear medicine
893,894,amputazione degli arti inferiori,084.19,93,ICD9,Pirani et al (2006),ERROR,"Physical therapy, respiratory therapy, rehabilitation, and related procedures"
894,895,amputazione degli arti inferiori, 250.0,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
895,896,amputazione degli arti inferiori, 250.1,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
896,897,amputazione degli arti inferiori, 250.2,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
897,898,amputazione degli arti inferiori, 250.3,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
898,899,amputazione degli arti inferiori, 250.4,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
899,900,amputazione degli arti inferiori, 250.5,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
900,901,amputazione degli arti inferiori, 250.6,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
901,902,amputazione degli arti inferiori, 250.7,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
902,903,amputazione degli arti inferiori, 250.8,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
903,904,amputazione degli arti inferiori, 250.9,25,ICD9,Pirani et al (2006),ERROR,Operations on tongue
904,905,disordini del metabolismo idro-elettrolitici,276.5,276,ICD9,Pirani et al (2006),Volume depletion,"Disorders of fluid, electrolyte, and acid-base balance"
905,906,disordini del metabolismo idro-elettrolitici,276.8,276,ICD9,Pirani et al (2006),Hypopotassemia,"Disorders of fluid, electrolyte, and acid-base balance"
906,907,infezioni del tratto urinario ,590.0,590,ICD9,Pirani et al (2006),Chronic pyelonephritis,Infections of kidney
907,908,infezioni del tratto urinario ,590.1,590,ICD9,Pirani et al (2006),Acute pyelonephritis,Infections of kidney
908,909,infezioni del tratto urinario ,590.2,590,ICD9,Pirani et al (2006),Renal and perinephric abscess,Infections of kidney
909,910,infezioni del tratto urinario ,590.3,590,ICD9,Pirani et al (2006),Pyeloureteritis cystica,Infections of kidney
910,911,infezioni del tratto urinario ,590.4,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
911,912,infezioni del tratto urinario ,590.5,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
912,913,infezioni del tratto urinario ,590.6,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
913,914,infezioni del tratto urinario ,590.7,590,ICD9,Pirani et al (2006),ERROR,Infections of kidney
914,915,infezioni del tratto urinario ,590.8,590,ICD9,Pirani et al (2006),"Other pyelonephritis or pyonephrosis, not specified as acute or chronic",Infections of kidney
915,916,infezioni del tratto urinario ,590.9,590,ICD9,Pirani et al (2006),"Infection of kidney, unspecified",Infections of kidney
916,917,infezioni del tratto urinario ,595.0,595,ICD9,Pirani et al (2006),Acute cystitis,Cystitis
917,918,infezioni del tratto urinario ,595.9,595,ICD9,Pirani et al (2006),"Cystitis, unspecified",Cystitis
918,919,infezioni del tratto urinario ,599.0,599,ICD9,Pirani et al (2006),"Urinary tract infection, site not specified",Other disorders of urethra and urinary tract
919,920,insufficienza cardiaca ,428,428,ICD9,Pirani et al (2006),Heart failure,Heart failure
920,921,insufficienza cardiaca , 518.4,518,ICD9,Pirani et al (2006),ERROR,Other diseases of lung
921,922,ipertensione ,401.0,401,ICD9,Pirani et al (2006),Malignant essential hypertension,Essential hypertension
922,923,ipertensione ,402.0,402,ICD9,Pirani et al (2006),Malignant hypertensive heart disease,Hypertensive heart disease
923,924,ipertensione ,403.0,403,ICD9,Pirani et al (2006),"Hypertensive chronic kidney disease, malignant",Hypertensive chronic kidney disease
924,925,ipertensione ,404.0,404,ICD9,Pirani et al (2006),"Hypertensive heart and chronic kidney disease, malignant",Hypertensive heart and chronic kidney disease
925,926,ipertensione ,405.0,405,ICD9,Pirani et al (2006),Malignant secondary hypertension,Secondary hypertension
926,927,ipertensione ,437.2,437,ICD9,Pirani et al (2006),Hypertensive encephalopathy,Other and ill-defined cerebrovascular disease
927,928,malattie infiammatorie dell’ovaio,614,614,ICD9,Pirani et al (2006),"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum","Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum"
928,929,malattie polmonari cronico-ostruttive ,491,491,ICD9,Pirani et al (2006),Chronic bronchitis,Chronic bronchitis
929,930,malattie polmonari cronico-ostruttive ,492,492,ICD9,Pirani et al (2006),Emphysema,Emphysema
930,931,malattie polmonari cronico-ostruttive ,494,494,ICD9,Pirani et al (2006),Bronchiectasis,Bronchiectasis
931,932,malattie polmonari cronico-ostruttive ,496,496,ICD9,Pirani et al (2006),"Chronic airway obstruction, not elsewhere classified","Chronic airway obstruction, not elsewhere classified"
932,933,malattie polmonari cronico-ostruttive ,466.0,466,ICD9,Pirani et al (2006),Acute bronchitis,Acute bronchitis and bronchiolitis
933,934,polmonite batterica,481,481,ICD9,Pirani et al (2006),Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
934,935,polmonite batterica, 482.2,482,ICD9,Pirani et al (2006),ERROR,Other bacterial pneumonia
935,936,polmonite batterica, 482.3,482,ICD9,Pirani et al (2006),ERROR,Other bacterial pneumonia
936,937,polmonite batterica, 482.9,482,ICD9,Pirani et al (2006),ERROR,Other bacterial pneumonia
937,938,polmonite batterica,483,483,ICD9,Pirani et al (2006),Pneumonia due to other specified organism,Pneumonia due to other specified organism
938,939,ulcera perforata con emorragia ,531.0,531,ICD9,Pirani et al (2006),Acute gastric ulcer with hemorrhage,Gastric ulcer
939,940,ulcera perforata con emorragia , 531.2,531,ICD9,Pirani et al (2006),ERROR,Gastric ulcer
940,941,ulcera perforata con emorragia , 531.4,531,ICD9,Pirani et al (2006),ERROR,Gastric ulcer
941,942,ulcera perforata con emorragia , 531.6,531,ICD9,Pirani et al (2006),ERROR,Gastric ulcer
942,943,ulcera perforata con emorragia ,532.0,532,ICD9,Pirani et al (2006),Acute duodenal ulcer with hemorrhage,Duodenal ulcer
943,944,ulcera perforata con emorragia , 532.2,532,ICD9,Pirani et al (2006),ERROR,Duodenal ulcer
944,945,ulcera perforata con emorragia , 532.4,532,ICD9,Pirani et al (2006),ERROR,Duodenal ulcer
945,946,ulcera perforata con emorragia , 532.6,532,ICD9,Pirani et al (2006),ERROR,Duodenal ulcer
946,947,ulcera perforata con emorragia ,533.0,533,ICD9,Pirani et al (2006),Acute peptic ulcer of unspecified site with hemorrhage,"Peptic ulcer, site unspecified"
947,948,ulcera perforata con emorragia , 533.2,533,ICD9,Pirani et al (2006),ERROR,"Peptic ulcer, site unspecified"
948,949,ulcera perforata con emorragia , 533.4,533,ICD9,Pirani et al (2006),ERROR,"Peptic ulcer, site unspecified"
949,950,ulcera perforata con emorragia , 533.6,533,ICD9,Pirani et al (2006),ERROR,"Peptic ulcer, site unspecified"
950,951,Angina ,I20,I20,ICD10,Health Services Delivery Programme Latvia (2015),Angina pectoris,Angina pectoris
951,952,Angina ,I24.0,I24,ICD10,Health Services Delivery Programme Latvia (2015),Acute coronary thrombosis not resulting in myocardial infarction,Other acute ischemic heart diseases
952,953,Angina ,I24.8,I24,ICD10,Health Services Delivery Programme Latvia (2015),Other forms of acute ischemic heart disease,Other acute ischemic heart diseases
953,954,Angina ,I24.9,I24,ICD10,Health Services Delivery Programme Latvia (2015),"Acute ischemic heart disease, unspecified",Other acute ischemic heart diseases
954,955,Asthma ,J45,J45,ICD10,Health Services Delivery Programme Latvia (2015),Asthma,Asthma
955,956,Asthma ,J46,J46,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
956,957,Cellulitis ,L03,L03,ICD10,Health Services Delivery Programme Latvia (2015),Cellulitis and acute lymphangitis,Cellulitis and acute lymphangitis
957,958,Cellulitis ,L04,L04,ICD10,Health Services Delivery Programme Latvia (2015),Acute lymphadenitis,Acute lymphadenitis
958,959,Cellulitis ,L08,L08,ICD10,Health Services Delivery Programme Latvia (2015),Other local infections of skin and subcutaneous tissue,Other local infections of skin and subcutaneous tissue
959,960,Cellulitis ,L88,L88,ICD10,Health Services Delivery Programme Latvia (2015),Pyoderma gangrenosum,Pyoderma gangrenosum
960,961,Cellulitis ,L98.0,L98,ICD10,Health Services Delivery Programme Latvia (2015),Pyogenic granuloma,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
961,962,Cellulitis ,L98.3,L98,ICD10,Health Services Delivery Programme Latvia (2015),Eosinophilic cellulitis [Wells],"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
962,963,Chronic obstructive pulmonary disease ,J20,J20,ICD10,Health Services Delivery Programme Latvia (2015),Acute bronchitis,Acute bronchitis
963,964,Chronic obstructive pulmonary disease ,J41,J41,ICD10,Health Services Delivery Programme Latvia (2015),Simple and mucopurulent chronic bronchitis,Simple and mucopurulent chronic bronchitis
964,965,Chronic obstructive pulmonary disease ,J42,J42,ICD10,Health Services Delivery Programme Latvia (2015),Unspecified chronic bronchitis,Unspecified chronic bronchitis
965,966,Chronic obstructive pulmonary disease ,J43,J43,ICD10,Health Services Delivery Programme Latvia (2015),Emphysema,Emphysema
966,967,Chronic obstructive pulmonary disease ,J44,J44,ICD10,Health Services Delivery Programme Latvia (2015),Other chronic obstructive pulmonary disease,Other chronic obstructive pulmonary disease
967,968,Chronic obstructive pulmonary disease ,J47,J47,ICD10,Health Services Delivery Programme Latvia (2015),Bronchiectasis,Bronchiectasis
968,969,Congestive heart failure ,I50,I50,ICD10,Health Services Delivery Programme Latvia (2015),Heart failure,Heart failure
969,970,Congestive heart failure ,I11.0,I11,ICD10,Health Services Delivery Programme Latvia (2015),Hypertensive heart disease with heart failure,Hypertensive heart disease
970,971,Congestive heart failure ,J81,J81,ICD10,Health Services Delivery Programme Latvia (2015),Pulmonary edema,Pulmonary edema
971,972,Convulsions and epilepsy ,G40,G40,ICD10,Health Services Delivery Programme Latvia (2015),Epilepsy and recurrent seizures,Epilepsy and recurrent seizures
972,973,Convulsions and epilepsy ,G41,G41,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
973,974,Convulsions and epilepsy ,O15,O15,ICD10,Health Services Delivery Programme Latvia (2015),Eclampsia,Eclampsia
974,975,Convulsions and epilepsy ,R56,R56,ICD10,Health Services Delivery Programme Latvia (2015),"Convulsions, not elsewhere classified","Convulsions, not elsewhere classified"
975,976,Dental conditions ,A69.0,A69,ICD10,Health Services Delivery Programme Latvia (2015),Necrotizing ulcerative stomatitis,Other spirochetal infections
976,977,Dental conditions ,K02,K02,ICD10,Health Services Delivery Programme Latvia (2015),Dental caries,Dental caries
977,978,Dental conditions ,K03,K03,ICD10,Health Services Delivery Programme Latvia (2015),Other diseases of hard tissues of teeth,Other diseases of hard tissues of teeth
978,979,Dental conditions ,K04,K04,ICD10,Health Services Delivery Programme Latvia (2015),Diseases of pulp and periapical tissues,Diseases of pulp and periapical tissues
979,980,Dental conditions ,K05,K05,ICD10,Health Services Delivery Programme Latvia (2015),Gingivitis and periodontal diseases,Gingivitis and periodontal diseases
980,981,Dental conditions ,K06,K06,ICD10,Health Services Delivery Programme Latvia (2015),Other disorders of gingiva and edentulous alveolar ridge,Other disorders of gingiva and edentulous alveolar ridge
981,982,Dental conditions ,K08,K08,ICD10,Health Services Delivery Programme Latvia (2015),Other disorders of teeth and supporting structures,Other disorders of teeth and supporting structures
982,983,Dental conditions ,K09.8,K09,ICD10,Health Services Delivery Programme Latvia (2015),"Other cysts of oral region, not elsewhere classified","Cysts of oral region, not elsewhere classified"
983,984,Dental conditions ,K09.9,K09,ICD10,Health Services Delivery Programme Latvia (2015),"Cyst of oral region, unspecified","Cysts of oral region, not elsewhere classified"
984,985,Dental conditions ,K12,K12,ICD10,Health Services Delivery Programme Latvia (2015),Stomatitis and related lesions,Stomatitis and related lesions
985,986,Dental conditions ,K13,K13,ICD10,Health Services Delivery Programme Latvia (2015),Other diseases of lip and oral mucosa,Other diseases of lip and oral mucosa
986,987,Diabetes (in any field) ,E10.5,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with circulatory complications,Type 1 diabetes mellitus
987,988,Diabetes (in any field) ,E10.6,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with other specified complications,Type 1 diabetes mellitus
988,989,Diabetes (in any field) ,E10.9,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus without complications,Type 1 diabetes mellitus
989,990,Diabetes (in any field) ,E11.5,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with circulatory complications,Type 2 diabetes mellitus
990,991,Diabetes (in any field) ,E11.6,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with other specified complications,Type 2 diabetes mellitus
991,992,Diabetes (in any field) ,E11.9,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus without complications,Type 2 diabetes mellitus
992,993,Diabetes complications ,E10.0,E10,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,Type 1 diabetes mellitus
993,994,Diabetes complications ,E10.1,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with ketoacidosis,Type 1 diabetes mellitus
994,995,Diabetes complications ,E10.2,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with kidney complications,Type 1 diabetes mellitus
995,996,Diabetes complications ,E10.3,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with ophthalmic complications,Type 1 diabetes mellitus
996,997,Diabetes complications ,E10.4,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with neurological complications,Type 1 diabetes mellitus
997,998,Diabetes complications ,E10.5,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with circulatory complications,Type 1 diabetes mellitus
998,999,Diabetes complications ,E10.6,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with other specified complications,Type 1 diabetes mellitus
999,1000,Diabetes complications ,E10.7,E10,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,Type 1 diabetes mellitus
1000,1001,Diabetes complications ,E10.8,E10,ICD10,Health Services Delivery Programme Latvia (2015),Type 1 diabetes mellitus with unspecified complications,Type 1 diabetes mellitus
1001,1002,Diabetes complications ,E11.0,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with hyperosmolarity,Type 2 diabetes mellitus
1002,1003,Diabetes complications ,E11.1,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with ketoacidosis,Type 2 diabetes mellitus
1003,1004,Diabetes complications ,E11.2,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with kidney complications,Type 2 diabetes mellitus
1004,1005,Diabetes complications ,E11.3,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with ophthalmic complications,Type 2 diabetes mellitus
1005,1006,Diabetes complications ,E11.4,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with neurological complications,Type 2 diabetes mellitus
1006,1007,Diabetes complications ,E11.5,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with circulatory complications,Type 2 diabetes mellitus
1007,1008,Diabetes complications ,E11.6,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with other specified complications,Type 2 diabetes mellitus
1008,1009,Diabetes complications ,E11.7,E11,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,Type 2 diabetes mellitus
1009,1010,Diabetes complications ,E11.8,E11,ICD10,Health Services Delivery Programme Latvia (2015),Type 2 diabetes mellitus with unspecified complications,Type 2 diabetes mellitus
1010,1011,Diabetes complications ,E12.0,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1011,1012,Diabetes complications ,E12.1,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1012,1013,Diabetes complications ,E12.2,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1013,1014,Diabetes complications ,E12.3,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1014,1015,Diabetes complications ,E12.4,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1015,1016,Diabetes complications ,E12.5,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1016,1017,Diabetes complications ,E12.6,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1017,1018,Diabetes complications ,E12.7,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1018,1019,Diabetes complications ,E12.8,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1019,1020,Diabetes complications ,E13.0,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with hyperosmolarity,Other specified diabetes mellitus
1020,1021,Diabetes complications ,E13.1,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with ketoacidosis,Other specified diabetes mellitus
